color_strat_all,color_strat_green,color_strat_blue,color_strat_red,color_strat_yellow,color_strat_orange,color_strat_purple,color_strat_black,value_strat_pair,value_strat_single,value_strat_disparity,ruby_strat_save,ruby_strat_droplet,ruby_strat_flask,ruby_strat_balanced,flask_strat_three,flask_strat_risk,flask_strat_ruby,flask_strat_seventy,flask_strat_fifty,ex_prob_strat_high,ex_prob_strat_medium,ex_prob_strat_low,ex_prob_strat_very_low,ex_prob_strat_never,ex_round_strat_always,ex_round_strat_early,ex_round_strat_early_mid,ex_round_strat_mid,ex_round_strat_mid_late,ex_round_strat_late,exploded_strat_points,exploded_strat_money,exploded_strat_early,exploded_strat_mid,green-1,green-2,green-4,blue-1,blue-2,blue-4,red-1,red-2,red-4,yellow-1,yellow-2,yellow-4,orange-1,purple-1,black-1,green_count,blue_count,red_count,yellow_count,orange_count,purple_count,black_count,one_count,two_count,four_count,final_droplet_position,farthest_space_reached,explosion_count,player_a_vp,player_b_vp,margin,percent_dif,tie,player_a_won,run_id
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,5,3,3,1,4,0,0,5,3,3,15,0,1,9,25,1,37,26,11,1.41,0,1,822
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,5,2,2,1,3,0,0,5,2,2,11,2,0,6,25,3,30,24,6,1.24,0,1,823
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,4,4,1,4,0,0,5,4,4,17,1,0,15,32,1,44,29,15,1.5,0,1,824
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,3,2,2,1,3,0,0,3,2,2,10,1,0,7,22,1,32,25,7,1.27,0,1,825
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,4,4,1,5,0,0,4,4,4,17,1,0,13,31,1,52,29,23,1.77,0,1,826
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,4,4,1,4,0,0,4,4,4,17,0,0,9,27,0,40,37,3,1.08,0,1,827
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,4,4,1,4,0,0,4,4,4,17,0,0,11,31,2,45,33,12,1.35,0,1,828
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,6,3,3,1,6,0,0,6,3,3,19,0,0,9,25,2,29,27,2,1.07,0,1,829
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,2,3,1,4,0,0,3,2,3,13,0,0,12,29,6,33,28,5,1.17,0,1,830
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,2,2,1,3,0,0,2,2,2,9,1,0,5,19,3,33,27,6,1.21,0,1,831
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,4,4,1,4,0,0,5,4,4,17,1,0,10,29,2,37,27,10,1.36,0,1,832
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,5,3,3,1,3,0,0,5,3,3,13,2,0,11,28,0,40,27,13,1.46,0,1,833
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,3,3,3,1,4,0,0,3,3,3,13,1,0,7,24,0,34,25,9,1.35,0,1,834
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,14,1,0,11,24,1,41,24,17,1.68,0,1,835
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,4,1,4,0,0,4,3,4,15,1,0,11,25,1,42,23,19,1.79,0,1,836
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,14,0,0,9,23,2,39,32,7,1.21,0,1,837
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,4,1,5,0,0,5,3,4,17,1,0,10,26,2,40,36,4,1.11,0,1,838
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,14,1,0,6,22,1,36,34,2,1.06,0,1,839
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,15,0,0,5,23,3,27,31,-4,0.88,0,0,840
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,6,3,3,1,5,0,0,6,3,3,18,0,0,5,24,2,30,28,2,1.07,0,1,841
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,16,1,0,9,30,0,40,27,13,1.46,0,1,842
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,4,4,1,4,0,0,3,4,4,16,0,0,14,30,4,43,33,10,1.29,0,1,843
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,6,3,3,1,6,0,0,6,3,3,18,1,0,9,30,1,41,23,18,1.75,0,1,844
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,14,1,0,14,29,1,48,34,14,1.4,0,1,845
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,2,3,1,5,0,0,4,2,3,14,1,0,4,22,1,42,43,-1,0.98,0,0,846
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,4,4,1,4,0,0,5,4,4,17,1,0,16,37,2,49,27,22,1.79,0,1,847
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,2,1,4,0,0,4,2,2,12,1,0,10,28,4,40,27,13,1.46,0,1,848
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,13,1,0,10,28,3,37,20,17,1.81,0,1,849
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,6,3,3,1,4,0,0,6,3,3,15,2,0,8,26,0,40,44,-4,0.91,0,0,850
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,3,2,3,1,4,0,0,3,2,3,12,1,0,8,24,5,27,33,-6,0.82,0,0,851
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,14,1,0,9,26,0,37,27,10,1.36,0,1,852
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,6,4,4,1,4,0,0,6,4,4,18,1,0,11,29,0,45,28,17,1.59,0,1,853
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,7,3,4,1,5,0,0,7,3,4,19,1,0,10,27,1,32,35,-3,0.92,0,0,854
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,4,4,4,1,5,0,0,4,4,4,17,0,1,14,37,3,40,33,7,1.21,0,1,855
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,4,1,4,0,0,4,3,4,15,1,0,9,31,1,38,32,6,1.18,0,1,856
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,16,1,0,7,23,2,33,28,5,1.17,0,1,857
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,6,3,3,1,4,0,0,6,3,3,16,1,0,11,27,2,39,36,3,1.08,0,1,858
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,4,4,4,1,4,0,0,4,4,4,15,2,0,11,28,2,40,30,10,1.32,0,1,859
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,3,3,3,1,4,0,0,3,3,3,12,1,1,11,25,0,42,26,16,1.59,0,1,860
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,3,3,3,1,4,0,0,3,3,3,12,2,0,13,32,0,44,31,13,1.41,0,1,861
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,7,3,3,1,4,0,0,7,3,3,16,2,0,13,32,1,51,31,20,1.62,0,1,862
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,2,3,1,5,0,0,4,2,3,14,1,0,6,23,2,38,42,-4,0.91,0,0,863
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,16,1,0,8,27,3,30,42,-12,0.72,0,0,864
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,7,2,3,1,4,0,0,7,2,3,17,0,0,6,31,3,28,47,-19,0.6,0,0,865
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,5,3,3,1,6,0,0,5,3,3,18,0,0,5,31,0,38,37,1,1.03,0,1,866
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,15,0,0,9,24,1,39,28,11,1.38,0,1,867
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,14,0,0,10,27,2,39,26,13,1.48,0,1,868
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,15,0,0,11,28,4,45,32,13,1.39,0,1,869
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,3,3,3,1,4,0,0,3,3,3,12,1,1,14,34,1,49,26,23,1.85,0,1,870
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,13,1,0,10,32,2,39,29,10,1.33,0,1,871
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,4,4,1,4,0,0,5,4,4,17,1,0,12,30,0,55,39,16,1.4,0,1,872
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,3,4,4,1,4,0,0,3,4,4,15,1,0,14,36,0,51,30,21,1.68,0,1,873
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,3,3,1,4,0,0,5,3,3,15,1,0,12,29,3,43,30,13,1.42,0,1,874
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,3,3,3,1,3,0,0,3,3,3,12,1,0,11,25,2,41,29,12,1.4,0,1,875
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,13,1,0,11,27,2,38,38,0,1,1,0,876
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,3,4,1,5,0,0,4,3,4,16,1,0,11,32,0,43,23,20,1.83,0,1,877
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,5,3,4,1,4,0,0,5,3,4,14,3,0,13,35,1,47,28,19,1.66,0,1,878
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,5,3,4,1,4,0,0,5,3,4,15,2,0,8,28,2,37,24,13,1.52,0,1,879
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,17,0,0,11,25,0,38,26,12,1.44,0,1,880
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,4,3,4,1,4,0,0,4,3,4,14,2,0,12,29,1,43,29,14,1.47,0,1,881
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,14,1,0,9,30,2,41,27,14,1.5,0,1,882
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,17,0,0,11,29,2,36,27,9,1.32,0,1,883
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,4,4,1,5,0,0,5,4,4,19,0,0,8,28,1,38,46,-8,0.83,0,0,884
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,13,1,0,6,24,2,38,29,9,1.3,0,1,885
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,4,4,1,5,0,0,4,4,4,18,0,0,13,29,1,44,39,5,1.12,0,1,886
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,6,4,4,1,4,0,0,6,4,4,17,2,0,13,30,2,41,31,10,1.31,0,1,887
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,2,2,1,5,0,0,4,2,2,14,0,0,6,27,2,29,33,-4,0.88,0,0,888
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,5,3,4,1,4,0,0,5,3,4,15,2,0,12,28,0,51,40,11,1.27,0,1,889
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,14,1,0,11,27,2,40,29,11,1.37,0,1,890
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,13,2,0,10,32,2,36,37,-1,0.97,0,0,891
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3,3,1,4,0,0,4,3,3,14,1,0,8,24,1,41,34,7,1.2,0,1,892
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,3,3,1,5,0,0,4,3,3,15,1,0,8,25,1,37,32,5,1.15,0,1,893
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,3,4,1,5,0,0,5,3,4,18,0,0,10,31,1,39,29,10,1.33,0,1,894
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,3,4,1,4,0,0,3,3,4,15,0,0,10,23,3,36,28,8,1.28,0,1,895
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,3,2,3,1,4,0,0,3,2,3,13,0,0,9,21,1,33,27,6,1.21,0,1,896
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,5,3,4,1,4,0,0,5,3,4,17,0,0,8,26,2,32,28,4,1.14,0,1,897
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,13,1,0,8,27,1,43,37,6,1.16,0,1,898
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,17,0,0,9,25,1,39,30,9,1.29,0,1,899
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,3,3,1,5,0,0,4,3,3,16,0,0,13,30,3,40,23,17,1.71,0,1,900
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,6,2,3,1,5,0,0,6,2,3,16,1,0,11,28,1,41,34,7,1.2,0,1,901
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,5,2,3,1,4,0,0,5,2,3,15,0,0,7,24,2,35,28,7,1.24,0,1,902
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,4,4,1,4,0,0,4,4,4,17,0,0,15,36,3,39,32,7,1.21,0,1,903
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,2,2,1,4,0,0,4,2,2,13,0,0,9,24,2,37,33,4,1.12,0,1,904
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,5,4,4,1,4,0,0,5,4,4,16,2,0,11,30,2,43,37,6,1.16,0,1,905
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,7,3,3,1,4,0,0,7,3,3,17,1,0,10,29,3,40,20,20,1.95,0,1,906
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,3,4,1,4,0,0,5,3,4,16,1,0,8,27,1,34,29,5,1.17,0,1,907
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,2,3,1,4,0,0,4,2,3,14,0,0,5,19,2,31,30,1,1.03,0,1,908
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,3,1,5,0,0,5,3,3,16,1,0,8,30,1,40,29,11,1.37,0,1,909
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,5,3,4,1,5,0,0,5,3,4,17,1,0,9,27,1,40,28,12,1.41,0,1,910
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,8,4,4,1,5,0,0,8,4,4,22,0,0,9,26,2,33,24,9,1.36,0,1,911
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,4,2,3,1,5,0,0,4,2,3,14,1,0,11,31,1,43,29,14,1.47,0,1,912
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,5,3,3,1,4,0,0,5,3,3,15,1,0,10,25,1,43,40,3,1.07,0,1,913
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,6,3,3,1,4,0,0,6,3,3,16,1,0,10,29,2,45,31,14,1.44,0,1,914
93,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,5,3,4,1,6,0,0,5,3,4,19,0,0,10,28,1,42,25,17,1.65,0,1,915
